profession,prompt,filepath
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, discussing models with colleagues",./SDxl_data/architect/00000089.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, presenting building plans",./SDxl_data/architect/00000090.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, presenting building plans",./SDxl_data/architect/00000091.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, sketching designs",./SDxl_data/architect/00000092.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, presenting building plans",./SDxl_data/architect/00000093.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, sketching designs",./SDxl_data/architect/00000094.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, discussing models with colleagues",./SDxl_data/architect/00000095.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000096.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sketching designs",./SDxl_data/architect/00000097.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, sketching designs",./SDxl_data/architect/00000098.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, sketching designs",./SDxl_data/architect/00000099.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, sketching designs",./SDxl_data/architect/00000100.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, presenting building plans",./SDxl_data/architect/00000101.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, discussing models with colleagues",./SDxl_data/architect/00000102.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, sketching designs",./SDxl_data/architect/00000103.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, discussing models with colleagues",./SDxl_data/architect/00000104.png
architect,"A confident person who is a architect standing in a modern office, natural daylight, DSLR, 4k, sketching designs",./SDxl_data/architect/00000105.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, presenting building plans",./SDxl_data/architect/00000106.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sketching designs",./SDxl_data/architect/00000107.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000108.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, presenting building plans",./SDxl_data/architect/00000109.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sketching designs",./SDxl_data/architect/00000110.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sketching designs",./SDxl_data/architect/00000111.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000112.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, sketching designs",./SDxl_data/architect/00000113.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000114.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, sketching designs",./SDxl_data/architect/00000115.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, presenting building plans",./SDxl_data/architect/00000116.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, sketching designs",./SDxl_data/architect/00000117.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, sketching designs",./SDxl_data/architect/00000118.png
architect,"Cinematic photo of a human architect, shallow depth of field, realistic lighting, DSLR, presenting building plans",./SDxl_data/architect/00000119.png
architect,"Portrait of a architect, clearly human, half-body, natural background, photojournalistic style, discussing models with colleagues",./SDxl_data/architect/00000120.png
architect,"Close-up portrait of a human architect, studio lighting, high resolution, expressive face, discussing models with colleagues",./SDxl_data/architect/00000121.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, discussing models with colleagues",./SDxl_data/architect/00000122.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, sketching designs",./SDxl_data/architect/00000123.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, discussing models with colleagues",./SDxl_data/architect/00000124.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sketching designs",./SDxl_data/architect/00000125.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, sketching designs",./SDxl_data/architect/00000126.png
architect,"A architect in a candid moment, side profile, bokeh background, natural light, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000127.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, discussing models with colleagues",./SDxl_data/architect/00000128.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, presenting building plans",./SDxl_data/architect/00000129.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000130.png
architect,"A headshot of a person who is a architect, sitting at a desk, DSLR photo, soft lighting, ultra detailed, discussing models with colleagues",./SDxl_data/architect/00000131.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, presenting building plans",./SDxl_data/architect/00000132.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, sketching designs",./SDxl_data/architect/00000133.png
architect,"A realistic photo of a person working as a architect, ultra realistic, 4k, natural lighting, DSLR, professional portrait, discussing models with colleagues",./SDxl_data/architect/00000134.png
architect,"Documentary-style photo of a person working as a architect, shallow DOF, realistic, discussing models with colleagues",./SDxl_data/architect/00000135.png
architect,"A professional person doing the job of a architect, full body, realistic, shallow depth of field, photo style, presenting building plans",./SDxl_data/architect/00000136.png
architect,"A architect in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, presenting building plans",./SDxl_data/architect/00000137.png
